progress,coordinate_time_years,proper_time_years,position_ly,gamma,signal_return_to_earth_years
0.924875,5.05213,3.03128,4.0417,1.66667,9.09383
0.926544,5.06125,3.03675,4.049,1.66667,9.11025
0.928214,5.07037,3.04222,4.05629,1.66667,9.12666
0.929883,5.07949,3.04769,4.06359,1.66667,9.14308
0.931553,5.08861,3.05316,4.07088,1.66667,9.15949
0.933222,5.09773,3.05864,4.07818,1.66667,9.17591
0.934891,5.10684,3.06411,4.08548,1.66667,9.19232
0.936561,5.11596,3.06958,4.09277,1.66667,9.20874
0.93823,5.12508,3.07505,4.10007,1.66667,9.22515
0.9399,5.1342,3.08052,4.10736,1.66667,9.24157
0.941569,5.14332,3.08599,4.11466,1.66667,9.25798
0.943239,5.15244,3.09146,4.12195,1.66667,9.27439
0.944908,5.16156,3.09694,4.12925,1.66667,9.29081
0.946578,5.17068,3.10241,4.13654,1.66667,9.30722
0.948247,5.1798,3.10788,4.14384,1.66667,9.32364
0.949917,5.18892,3.11335,4.15114,1.66667,9.34005
0.951586,5.19804,3.11882,4.15843,1.66667,9.35647
0.953255,5.20716,3.12429,4.16573,1.66667,9.37288
0.954925,5.21628,3.12977,4.17302,1.66667,9.3893
0.956594,5.2254,3.13524,4.18032,1.66667,9.40571
0.958264,5.23452,3.14071,4.18761,1.66667,9.42213
0.959933,5.24364,3.14618,4.19491,1.66667,9.43854
0.961603,5.25275,3.15165,4.2022,1.66667,9.45496
0.963272,5.26187,3.15712,4.2095,1.66667,9.47137
0.964942,5.27099,3.1626,4.21679,1.66667,9.48779
0.966611,5.28011,3.16807,4.22409,1.66667,9.5042
0.96828,5.28923,3.17354,4.23139,1.66667,9.52062
0.96995,5.29835,3.17901,4.23868,1.66667,9.53703
0.971619,5.30747,3.18448,4.24598,1.66667,9.55345
0.973289,5.31659,3.18995,4.25327,1.66667,9.56986
0.974958,5.32571,3.19543,4.26057,1.66667,9.58628
0.976628,5.33483,3.2009,4.26786,1.66667,9.60269
0.978297,5.34395,3.20637,4.27516,1.66667,9.61911
0.979967,5.35307,3.21184,4.28245,1.66667,9.63552
0.981636,5.36219,3.21731,4.28975,1.66667,9.65194
0.983306,5.37131,3.22278,4.29705,1.66667,9.66835
0.984975,5.38043,3.22826,4.30434,1.66667,9.68477
0.986644,5.38955,3.23373,4.31164,1.66667,9.70118
0.988314,5.39866,3.2392,4.31893,1.66667,9.7176
0.989983,5.40778,3.24467,4.32623,1.66667,9.73401
0.991653,5.4169,3.25014,4.33352,1.66667,9.75043
0.993322,5.42602,3.25561,4.34082,1.66667,9.76684
0.994992,5.43514,3.26109,4.34811,1.66667,9.78326
0.996661,5.44426,3.26656,4.35541,1.66667,9.79967
0.998331,5.45338,3.27203,4.3627,1.66667,9.81609
1,5.4625,3.2775,4.37,1.66667,9.8325
